SİPARİŞ NUMARASI,TEDARİKÇİ,TEDARİKÇİ KODU,AÇIKLAMA,MİKTAR,RENK,SİPARİŞ TARİHİ,TESLİM ALMA TARİHİ,DURUMU,Montaj Plan,Tamamlayıcı Plan
144422,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144423,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144423,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144424,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144424,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144425,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144425,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144426,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144426,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144427,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144427,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144428,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144428,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144429,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144429,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144430,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144430,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144431,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144431,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144432,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144432,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144433,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144433,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144434,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144434,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144435,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144435,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144436,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144436,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144437,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144437,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144438,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144438,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144439,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144439,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144440,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144440,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144441,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144441,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144442,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144442,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144407,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144407,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144408,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144408,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144409,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144409,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144410,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144410,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144411,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x721,,2.0,,05.11.2025,,,0,
144411,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_550x1365,,2.0,,05.11.2025,,,0,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_596x747_CU02M_R,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_596x747_CU02M_R,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_446x747_CU02M_R,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_446x747_CU02M_R,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_446x747_CU02M_L,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_446x747_CU02M_L,2.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_596x747_CU02M_L,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_596x747_CU02M_L,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_600x721_CA02M_R_ALT,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_600x721_CA02M_R_ALT,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,ZY5F_05_FRC_SL8176_04B_600x1365_CU03M_R_UST,ZY5F_YAPISMALI GENIS PROFIL_KULPSUZ_05_FRC_SL8176_04B SATINE BRONZ_600x1365_CU03M_R_UST,1.0,,10.11.2025,,,8-12 Aralık 2025,
144059,SOLE_ALUMINYUM,SL8792,SL8792 ZBDSP-DIKEY BOYDOLAP GOLA PRF-L,5.1,ZSB_SB01_Satin Bronz,10.11.2025,,,8-12 Aralık 2025,
144513,SOLE_ALUMINYUM,SL-1473_K10,KULP 22 PARLAK PIRINC 34 MM,21.0,,10.11.2025,,,22-26 Aralık 2025,
144513,SOLE_ALUMINYUM,SL6628_1164,SL6628 ALUMINYUM KAYIT KANALLI-1164MM ,2.0,,10.11.2025,,,22-26 Aralık 2025,
144285,SOLE_ALUMINYUM,ND3F_03_FRC_SL8811_9005M_MS_596x1004_CU03M_R,ND3F_20*20 DAR PROFIL_KULP SL8798_03_FRC_SL8811_9005M_MS MAT SIYAH_596x1004_CU03M_R,1.0,,10.11.2025,,,24-28 Kasım 2025,
144285,SOLE_ALUMINYUM,ND3F_03_FRC_SL8811_9005M_MS_596x1004_CU03M_L,ND3F_20*20 DAR PROFIL_KULP SL8798_03_FRC_SL8811_9005M_MS MAT SIYAH_596x1004_CU03M_L,1.0,,10.11.2025,,,24-28 Kasım 2025,
144285,SOLE_ALUMINYUM,SL9990_514,SA9990 SOLE METAL ALUMINYUM KAYIT - 514 MM ,2.0,,10.11.2025,,,24-28 Kasım 2025,
144285,SOLE_ALUMINYUM,SL10169-08-514,EVYE GOFRAJ ARKASI ALM.PRF 514 MM,1.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,NY3F_03_FRC_SL8176_9005M_MS_596x458_CUHK0_T,NY3F_YAPISMALI GENIS PROFIL_KULP SL8798_03_FRC_SL8176_9005M_MS MAT SIYAH_596x458_CUHK0_T,2.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,SL-200-03-596,SL-200-03 ENT KULP SATINE SIYAH 596 MM ,11.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,SL-200-03-996,SL-200-03 ENT KULP SATINE SIYAH 996 MM ,3.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,SL-200-03-315,SL-200-03 ENT KULP SATINE SIYAH 315 MM,1.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,SL3898-DT-9005M,9005M_MS Mat Siyah ile uyumlu vida kapaması,2.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,MNALRMS9035-SL3898-9005M-9035,Fume Reflekte Temperli Camli Aluminyum Acik Raf D:32.6 cm H:35 cm G:90 cm 9005M_MS Mat Siyah ,1.0,,10.11.2025,,,24-28 Kasım 2025,
144288,SOLE_ALUMINYUM,SL-200-03-896,SL-200-03 ENT KULP SATINE SIYAH 896 MM,2.0,,10.11.2025,,,24-28 Kasım 2025,
144519,SOLE_ALUMINYUM,SL9990_1164,SA9990 SOLE METAL ALUMINYUM KAYIT - 1164 MM ,1.0,,10.11.2025,,,8-12 Aralık 2025,
144519,SOLE_ALUMINYUM,SL10169-08-1164,EVYE GOFRAJ ARKASI ALM.PRF 1164 MM,1.0,,10.11.2025,,,8-12 Aralık 2025,
144519,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x747_CU02M_L,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_596x747_CU02M_L,2.0,,10.11.2025,,,8-12 Aralık 2025,
144519,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x747_CU02M_R,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_596x747_CU02M_R,1.0,,10.11.2025,,,8-12 Aralık 2025,
144519,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x721_CA02M_R,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_R,1.0,,10.11.2025,,,8-12 Aralık 2025,
144519,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x721_CA02M_L,ZD3F_20*20 DAR PROFIL_KULPSUZ_03_FRC_SL8811_9005M_MS MAT SIYAH_596x721_CA02M_L,1.0,,10.11.2025,,,8-12 Aralık 2025,
144521,SOLE_ALUMINYUM,SL5008-02-913,SEHIM PROFILI SL 5008-02 913MM ,1.0,,10.11.2025,,,22-26 Aralık 2025,
144522,SOLE_ALUMINYUM,SL9990_1164,SA9990 SOLE METAL ALUMINYUM KAYIT - 1164 MM ,2.0,,10.11.2025,,,24-28 Kasım 2025,
144522,SOLE_ALUMINYUM,SL10169-08-1164,EVYE GOFRAJ ARKASI ALM.PRF 1164 MM,1.0,,10.11.2025,,,24-28 Kasım 2025,
144524,SOLE_ALUMINYUM,SL-200-03-696,SL-200-03 ENT KULP SATINE SIYAH 696 MM,3.0,,10.11.2025,,,24-28 Kasım 2025,
144524,SOLE_ALUMINYUM,SL-200-03-596,SL-200-03 ENT KULP SATINE SIYAH 596 MM ,5.0,,10.11.2025,,,24-28 Kasım 2025,
144519,SOLE_ALUMINYUM,SL4521-05-0596,,1.0,,10.11.2025,,,8-12 Aralık 2025,
144520,SOLE_ALUMINYUM,ND5O_05_OC_SL8811_04B_446x1993,,1.0,,10.11.2025,,,22-26 Aralık 2025,
144520,SOLE_ALUMINYUM,ND5O_05_OC_SL8811_04B_446x1993_CB04M_L,,1.0,,10.11.2025,,,22-26 Aralık 2025,
144524,SOLE_ALUMINYUM,NV3F_03_FRC_SL7429_9005M_MS_596x1004,,3.0,,10.11.2025,,,24-28 Kasım 2025,
TOPLU SİPARİŞ,SPAX,SP6316,VIDA YHB 6.3 X 16,3000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,SPAX,SP5550,VIDA YSB 5.5 X 50,2000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,SPAX,SP3530,VIDA YHB 3.5 X 30,30000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,SPAX,SP3516,VIDA YHB 3.5 X 16,30000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,SPAX,SP3535,VIDA YHB 3.5 X 35,3000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,TAN,SOMAFIX_AYNASLKN,SILIKON SOMAFIX AYNA SİLİKONU 1. KALİTE,100.0,,05.11.2025,,,,
143937,TEMPO,21.282-02 SYH,Aydınlatmalı Metal Raf Siyah G60,2.0,,05.11.2025,,,24-28 Kasım 2025,
143937,TEMPO,21.283-02 SYH,Aydınlatmalı Metal Raf Siyah G90,2.0,,05.11.2025,,,24-28 Kasım 2025,
144519,TEMPO,21.283-02 SYH,Aydınlatmalı Metal Raf Siyah G90,4.0,,10.11.2025,,,8-12 Aralık 2025,
